# Program:featureCounts v2.0.6; Command:"featureCounts" "-t" "transcript" "-g" "gene_id" "-O" "-s" "2" "-R" "BAM" "-p" "--ignoreDup" "--fraction" "-G" "Saccharomyces_cerevisiae.R64-1-1.106.fa" "-T" "4" "-p" "--countReadPairs" "-a" "aymerge.no_LTR.NO_ref_genes.gtf" "-o" "read_counts_aymerge.txt" "./BAM/AY10_S10_L001.sorted.dedup.bam" "./BAM/AY11_S11_L001.sorted.dedup.bam" "./BAM/AY12_S12_L001.sorted.dedup.bam" "./BAM/AY1_S1_L001.sorted.dedup.bam" "./BAM/AY2_S2_L001.sorted.dedup.bam" "./BAM/AY31_S1_L001.sorted.dedup.bam" "./BAM/AY32_S2_L001.sorted.dedup.bam" "./BAM/AY33_S3_L001.sorted.dedup.bam" "./BAM/AY34_S4_L001.sorted.dedup.bam" "./BAM/AY35_S5_L001.sorted.dedup.bam" "./BAM/AY36_S6_L001.sorted.dedup.bam" "./BAM/AY37_S7_L001.sorted.dedup.bam" "./BAM/AY38_S8_L001.sorted.dedup.bam" "./BAM/AY39_S9_L001.sorted.dedup.bam" "./BAM/AY3_S3_L001.sorted.dedup.bam" "./BAM/AY40_S10_L001.sorted.dedup.bam" "./BAM/AY41_S11_L001.sorted.dedup.bam" "./BAM/AY42_S12_L001.sorted.dedup.bam" "./BAM/AY4_S4_L001.sorted.dedup.bam" "./BAM/AY5_S5_L001.sorted.dedup.bam" "./BAM/AY6_S6_L001.sorted.dedup.bam" "./BAM/AY7_S7_L001.sorted.dedup.bam" "./BAM/AY8_S8_L001.sorted.dedup.bam" "./BAM/AY9_S9_L001.sorted.dedup.bam" 
Geneid	Chr	Start	End	Strand	Length	./BAM/AY10_S10_L001.sorted.dedup.bam	./BAM/AY11_S11_L001.sorted.dedup.bam	./BAM/AY12_S12_L001.sorted.dedup.bam	./BAM/AY1_S1_L001.sorted.dedup.bam	./BAM/AY2_S2_L001.sorted.dedup.bam	./BAM/AY31_S1_L001.sorted.dedup.bam	./BAM/AY32_S2_L001.sorted.dedup.bam	./BAM/AY33_S3_L001.sorted.dedup.bam	./BAM/AY34_S4_L001.sorted.dedup.bam	./BAM/AY35_S5_L001.sorted.dedup.bam	./BAM/AY36_S6_L001.sorted.dedup.bam	./BAM/AY37_S7_L001.sorted.dedup.bam	./BAM/AY38_S8_L001.sorted.dedup.bam	./BAM/AY39_S9_L001.sorted.dedup.bam	./BAM/AY3_S3_L001.sorted.dedup.bam	./BAM/AY40_S10_L001.sorted.dedup.bam	./BAM/AY41_S11_L001.sorted.dedup.bam	./BAM/AY42_S12_L001.sorted.dedup.bam	./BAM/AY4_S4_L001.sorted.dedup.bam	./BAM/AY5_S5_L001.sorted.dedup.bam	./BAM/AY6_S6_L001.sorted.dedup.bam	./BAM/AY7_S7_L001.sorted.dedup.bam	./BAM/AY8_S8_L001.sorted.dedup.bam	./BAM/AY9_S9_L001.sorted.dedup.bam
MSTRG.515	XIII	769284	770496	-	1213	51	32	74	40	126	102	232	134	319	151	111	158	88	109	193	86	111	64	169	103	65	87	123	31
MSTRG.516	XIII	772664	774028	-	1365	56	36	73	37	116	56	39	81	33	194	151	191	113	96	14	104	82	75	26	107	71	85	85	52
MSTRG.517	XIII	801477	801749	-	273	0	0	0	0	2	3	1	4	1	7	5	3	7	1	3	3	2	2	0	2	1	3	5	0
MSTRG.518	XIII	807743	808140	-	398	43	38	74	36	108	71	54	85	56	85	74	82	70	65	48	80	100	53	61.50	91	80	74	98	37
MSTRG.519	XIII	809286	809567	+	282	0	2	2	0	2	4	11	1	8	7	2	4	4	3	6	1	25	20	9	1	3	1	1	0
MSTRG.520	XIII	826477	826711	+	235	106	76	124	60	168	148	107	122	127	303	286	325	318	187	78	188	291	154	74	214	205	244	382	53
MSTRG.521	XIII	831555	831997	-	443	0	3	7	1	3	4	9	6	31	6	12	6	10	7	13	9	2	9	19	2	5	9	7	1
MSTRG.522	XIII	837079	837429	+	351	13	15	11	10	30	25	9	21	11	20	17	29	14	11	13	13	16	12	8	20	8	15	20	5
MSTRG.523	XIII	851770	852191	-	422	1	2	3	1	7	3	4	3	6	7	6	3	2	1	11	8	2	5	10	10	5	6	5	2
MSTRG.524	XIII	861190	861724	-	535	9	7	8	5	18	19	13	15	13	32	22	39	35	22	6	10	25	11	5	18	17	20	20	9
MSTRG.525	XIII	880756	881013	-	258	7	4	3	4	9	2	13	8	19	21	34	22	26	18	8	12	11	7	6	9	17	21	52	2
MSTRG.526	XIII	898025	898326	-	302	7	8	6	3	12	8	9	17	4	10	18	14	6	7	7	13	13	3	8	12	8	19	10	4
MSTRG.527	XIII	906747	907286	-	540	12	8	14	20	19	9	11	21	21	44	27	25	28	18	22	20	21	16	17	22	26	25	33	6
MSTRG.528	XIV	6796	7021	+	226	10	7	9	7	17	17	13	8	20	21	21	23	18	24	7	15	38	13	13	18	13	18	27	9
MSTRG.529	XIV	65446	65716	-	271	2	3	7	5	14	7	8	3	7	5	6	9	5	11	11	12	6	4	3	10	6	5	6	2
MSTRG.530	XIV	104302	104703	+	402	13	10	10	6	32	15	14	12	15	29	20	22	14	29	9	17	13	5	15	22	20	14	15	7
MSTRG.531	XIV	106897	107289	+	393	9	2	8	5	12	5	13	10	11	26	13	16	6	9	13	3	3	3	17	18	21	22	15	4
MSTRG.532	XIV	110612	112868	-	2257	59	21	18	63	165.50	89	48	103	35	224	259	199	224	103	26	28	138	28	23	141	135	214	305	44
MSTRG.533	XIV	205038	206753	-	1716	287	183	293	220	599.50	406	354	426	436	670	571	599	457	566	210	480	546	365	253	491	442	463	615	191
MSTRG.534	XIV	228952	229740	-	789	21	11	16	16	28	28	395	21	380	18	18	20	20	26	269	12	29	13	310	21	10	21	18	8
MSTRG.535	XIV	250417	251773	-	1357	31	35	68	26	90	39	51	42	66	74	61	64	52	54	46	78	42	58	56	57	66	72	89	25
MSTRG.536	XIV	270246	270459	+	214	1	3	8	7	8	2	5	1	4	8	4	9	6	6	5	6	6	3	9	8	9	19	10	6
MSTRG.537	XIV	301359	302301	-	943	21	17	28	16	25	20	13	24	30	27	28	35	17	37	12	42	34	29	12	27	26	43	44	14
MSTRG.538	XIV	303442	303678	-	237	27	36	62	38	64	54	52	59	56	58	96	64	67	43	66	39	57	47	67	54	52	98	108	30
MSTRG.539	XIV	321436	322310	+	875	3	50	68.50	2	9	4	20	1	33	5	1	2	2	8	19	128	4	92	25	2	1	2	1	1
MSTRG.540	XIV	334967	336396	-	1430	106	69	126	69	191	173	126	163	149	270	207	239	188	194	96	185	198	137	137	148	108	168	210	69
MSTRG.541	XIV	355718	356830	+	1113	39	29	63	37	87	59	88	65	140	48	40	63	34	52	80	81	63	57	89	31	20	31	31	26
MSTRG.542	XIV	382921	383144	-	224	7	6	6	5	11	13	9	13	14	13	17	17	13	12	3	11	17	7	5	9	4	9	13	0
MSTRG.543	XIV	405745	408066	-	2322	52	44	63	39	118	62	69	80	92	162	146	123	146	83	68	105	102	73	74	112	72	138	189	40
MSTRG.544	XIV	444878	445321	+	444	144	121	166	118	332	174	390	134	444	109	115	98	94	190	332	211	233	177	396	100	72	139	115	89
MSTRG.545	XIV	446122	447033	+	912	105	86	104	109	206	157	303	137	411	98	102	94	112	175	253	206	248	167	282	82	47	112	101	44
MSTRG.546	XIV	500820	501156	+	337	214	119	185	150	381	346	127	355	146	428	197	458	214	467	102	291	493	198	121	371	224	190	244	170
MSTRG.547	XIV	525141	525828	+	688	30	12	20.50	12	24	29	6	28	11	35	20	47	18	27	5	25	31	16	8	37	12	28	21	12
MSTRG.548	XIV	547519	547737	+	219	26	386	596	31	71	30	372	36	480	10	8	4	12	26	486	576	25	467	504	8	13	19	22	15
MSTRG.549	XIV	570224	570469	-	246	1	0	1	0	1	0	0	0	0	3	4	2	1	6	0	0	1	1	1	3	1	5	11	4
MSTRG.550	XIV	573164	573524	-	361	1	1	1	1	2	1	1	2	2	4	0	1	1	1	0	0	0	1	2	2	2	1	8	0
MSTRG.551	XIV	581696	582062	-	367	57	146	179	77	195	120	276	91	356	8	12	2	12	81	361	262	85	174	372	1	1	0	5	32
MSTRG.552	XIV	587898	588271	+	374	46	41	44	46	107	75	50	59	55	127	86	108	82	73	47	60	91	39	30	122.50	89	101	84	37
MSTRG.553	XIV	597781	600822	+	3042	35	39	62	28	62	31	23	48	42	73	70	68	61	41	37	45	48	45	54	56	55	65	87	25
MSTRG.554	XIV	601650	602266	+	617	0	1	6	0	3	2	6	1	4	6	1	7	2	2	0	6	3	6	2	3	5	3	9	0
MSTRG.555	XIV	609580	611493	-	1914	87	74	107	64	177	124	114	147	160	265	210	262	178	202	70	204	201	137	100	143	104	153	254	66
MSTRG.556	XIV	619750	620035	-	286	1	1	1	1	6	6	2	4	2	7	2	6	4	5	4	6	7	1	2	4	8	6	5	2
MSTRG.557	XIV	623373	623730	-	358	13	5	9	6	28	13	6	23	28	40	19	34	17	44	9	14	28	8	13	23	11	15	20	7
MSTRG.558	XIV	629062	629605	+	544	17	9	17	9	44	23	13	23	14	22	16	29	13	19	4	15	23	12	17	23	17	37	25	12
MSTRG.559	XIV	691628	692065	-	438	5	5	5	2	8	2	3	2	4	7	5	5	5	11	4	9	6	8	10	4	3	5	9	2
MSTRG.560	XIV	715657	716059	-	403	3	6	18	11	15	7	10	8	14	12	16	16	9	18	8	8	11	17	15	22	20	14	15	11
MSTRG.561	XIV	718587	719073	-	487	329	322	330	336	746	567	380	598.50	455	864	620	792	581	641	239	625	720	433	298	642	508	535	679	257
MSTRG.562	XIV;XIV	724491;724517	726027;726027	+;+	1537	107	75	103	106	279	164	90	166	161	260	192	238	164	186	94	172	214	111	84	259	208	185	215	80
MSTRG.563	XIV	727875	728327	+	453	8	10.50	20	10	21	8	23	9	17	14	15	19	13	16	16	18	13	20	21	14	22	11	27	5
MSTRG.564	XIV	735925	736478	+	554	4	5	11	1	14	9	7	10	11	21	17	24	18	8	3	11	14	8	4	10	11	16.50	10	4
MSTRG.565	XIV	741439	742324	-	886	49	43	64	36	83	37	80	46	121	82	61	93	54	86	78	100	67	89	106	83	63	68	124	26
MSTRG.566	XIV	742329	742542	+	214	16	15	22	17	41	16	41	17	47	10	12	14	17	23	43	25	20	26	30	12	13	11	14	4
MSTRG.567	XIV	743793	746611	+	2819	170	133	208	164	417	227	247	226	318	328	300	321	270	232	228	310	320	208	208	265	280	307	399	107
MSTRG.568	XIV	762970	764004	+	1035	15	10	20	16	32	14	3	12	6	47	28	34	15	20	4	11	16	6	9	33	28	33	22	10
MSTRG.569	XIV	764430	770275	+	5846	72	63	112	68	180	97	115	109	150	104	96	110	84	101	97	151	131	123	84.50	108	81	88	100	41
MSTRG.570	XIV	771476	774508	-	3033	396	242	347	392	899	571	338	525.50	422	949	889	875	793	627	251	542	805	389	304	1045	886	903	1234	262
MSTRG.571	XIV	776391	776635	+	245	0	5	2	2	3	1	0	1	2	5	3	7	8	5	0	3	1	2	3	5	1	2	10	0
MSTRG.572	XIV	776935	777223	+	289	4	6	0	4	3	1	4	4	2	4	18	13	12	8	1	4	3	4	1	5	7	11	16	0
MSTRG.573	XIV	779266	779748	+	483	28	160.50	113	29	78	30	14	35	21	66	81	47	63	32	37	37	47	14	57.50	62.50	63	141.50	104	16
MSTRG.574	XV	1898	2644	+	747	6	1	1	6	11	7	8	10	7	27	33	26	44	17	6	2	13	4	3	26	47	34	87	4
MSTRG.575	XV	4232	5302	-	1071	38	33	63	36	101	63	38	78	59	109	106	112	86	76	59	72	69	46	41	124	99	156	152	22
MSTRG.576	XV	8294	9592	-	1299	7	40	55	14	44	21	36	24	55	38	41	45	32	30	21	71	26	42	39	36	24	28	35	15
MSTRG.577	XV	13021	13266	-	246	0	0	0	0	0	0	13	0	16	0	0	0	0	0	16	0	0	0	8	0	0	0	0	0
MSTRG.578	XV	13767	14219	+	453	0	2	0	0	0	0	17	0	18	0	1	1	1	0	17	1	0	0	24	0	1	1	1	0
MSTRG.579	XV	16101	16451	-	351	7	20	39	9	36	14	23	12	45	18	18	27	20	14	32	41	15	21	37	20	17	26	19	5
MSTRG.580	XV	24786	28117	-	3332	45	97	166	34	93	55	65	57	111	120	100	126	96	76	66	186	77	148	85	84	90	120	162	28
MSTRG.581	XV	31359	33992	+	2634	599	1411	2151	616	1488	680	906	717	1485	808	694	847	554	844	1717	2068	728	1740	1715	738	811	997	1395	384
MSTRG.582	XV	35447	40719	-	5273	205	116	177	121	454	331	221	369	331	522	305	567	302	477.50	171	285	439	256	174	311	211	208	332	123
MSTRG.583	XV	42886	43200	+	315	9	4	11	3	11	7	14	11	10	12	17	12	20	7	9	19	13	9	8	8	8	21	40	3
MSTRG.584	XV	71120	72522	-	1403	28	30	44	26	84	44	34	59	46	91	91	86	76	51	39	51	68	42	33	60	66	113	125	22
MSTRG.585	XV	72864	73969	-	1106	17	14	22	14	30	26	20	26	25	52	28	61	37	26	20	34	39	24	27	38	29	35	37	5
MSTRG.586	XV	81539	82850	.	1312	656	723	1038	445	1470	938	707	1111	763	1939	1261	1782	1185	1378	648	1110	1280	814	655	1179	983	988	1054	532
MSTRG.587	XV	83255	83593	-	339	2	5	3	1	1	1	0	3	3	7	5	14	5	2	0	2	6	2	1	6	4	4	15	2
MSTRG.588	XV	96657	97268	+	612	47	85	146	47	139	66	76	65	110	145	114	114	103	67	77	134	93	120	94	135	108	152	150.50	45
MSTRG.589	XV	106446	106679	-	234	2	1	4	1	0	2	3	3	4	4	3	3	4	2	2	3	4	0	2	3	2	5	4	0
MSTRG.590	XV	167525	168419	-	895	7	3	17	9	24	9	11	9	18	11	15	15	12	6	15	24	10	17	17	9	7	11	11	1
MSTRG.591	XV	216643	217082	-	440	13	12	14	12	39	13	4	18	7	59	26	32	24	17	4	9	13	8	23	28	33	32	36	11
MSTRG.592	XV	241574	242685	+	1112	24	19	33	28	101	52	21	48	22	158	79	155	90	40	23	32	60	27	24	167	79	79	123	24
MSTRG.593	XV	254037	254289	-	253	0	2	4	1	2	3	12	0	8	6	1	2	3	2	10	2	3	1	9	3	4	3	5	0
MSTRG.594	XV	281703	282071	+	369	1	5	13	2	7	10	5	2	4	17	8	14	12	9	2	9	4	3	3	3	3	7	7	4
MSTRG.595	XV	292237	292501	-	265	3	3	6	3	10	8	6	9	2	22	22	13	17	12.50	3	9	12	16	3	8	11	13	22	9
MSTRG.596	XV	348674	349093	+	420	9	4	5	4	29	14	3	11	11	12	6	11	8	15	7	6	17	0	4	20	10	7	8	6
MSTRG.597	XV	363832	364187	-	356	4	4	9	2	10	4	2	3	1	12	9	6	5	5	5	4	4	2	4	8	5	12	4	6
MSTRG.598	XV	371039	371389	-	351	23	24	41	19	56	52	31	42	47	102	87	117	74	50	17	56	65	33	34	52	37	66	68	21
MSTRG.599	XV	385261	386479	+	1219	22	32	56	25	63	44	56	38	72	89	81	107	74	48	55	75	58	68	51	70	34	51	95	14
MSTRG.600	XV	389079	389645	+	567	276	213	333	234	674	341	189	352	246	577	368	578	380	388	204	304	438	214	234	526	425	425	540	183
MSTRG.601	XV	422691	424733	+	2043	178	179	285	234	556	296	281	287	355	459	420	457	400	337	243	395	412	296	273	415	460	470	547.50	138
MSTRG.602	XV	426281	426573	+	293	1	0	0	0	6	2	4	6	0	11	12	12	17	6	0	10	6	4	0	4	2	5	3	0
MSTRG.603	XV	437332	437610	+	279	2	3	1	5	10	4	2	4	1	10	7	6	5	5	1	1	6	0	0	7	10	8	9	3
MSTRG.604	XV	443834	444310	-	477	9	5	15	3	9	7	5	2	7	14	15	18	12	5	5	5	7	12	5	15	8	18	23	1
MSTRG.605	XV	458157	459453	+	1297	12	8	26	17	35	14	21	12	28	29	33	22	25	19	16	22	23	14	29	23	43	45	65	6
MSTRG.606	XV	462263	462500	-	238	1	0	1	0	7	0	0	3	1	6	0	3	1	0	2	2	5	1	0	5	7	2	4	3
MSTRG.607	XV	504438	505504	+	1067	14	23	29	17	45	28	82	35	89	42	45	50	33	43	55	48	41	32	38	23	31	30	50	12
MSTRG.608	XV	546438	546849	-	412	4	12	13	6	8	7	6	8	13	17	12	17	16	6	8	7	15	12	10	8	4	10	25	7
MSTRG.609	XV	550380	550687	-	308	5	4	9	5	23	11	4	13	9	26	24	22	16	16	7	8	14	10	9	18	8	17	20	5
MSTRG.610	XV	571106	571957	+	852	27	145	243	36	83	39	86	58	89	74	76	58	56	35	61	309	71	218	54	92	53	53	59	29
MSTRG.611	XV	586584	586911	+	328	36	30	38	40	77	52	48	42	55	108	122	108	74	57	38	92	66	65	43	79	68	82	114	23
MSTRG.612	XV	670653	670957	-	305	5	5	6	3	19	9	6	8	8	7	6	5	12	9	5	19	12	11	21	13	9	11	13	4
MSTRG.613	XV	672608	674501	+	1894	90	26	48	58	164	78	43	122	48	246	150	211	150	174	27	56	137	50	35	127	95	129	205	57
MSTRG.614	XV	682376	682849	+	474	4	21	40	15	17	18	36	18	46	25	33	25	27	17	16	55	30	36	23	17	15	14	14	3
MSTRG.615	XV	690032	692308	-	2277	142	101	171	85	244	161	146	171	194	275	241	252	240	269	104	248	277	190	120	192	120	206	237	87
MSTRG.616	XV	701008	702561	-	1554	61	40	76	51	164	70	71	87	90	137	120	82	86	115	78	83	88	60	81	114	112	95	162	44
MSTRG.617	XV	725188	725433	+	246	6	4	5	8	7	56	28	49	26	66	27	61	47	57	3	33	33	31	2	2	4	5	9	2
MSTRG.618	XV	762320	762593	-	274	11	1	2	11	19	10	3	8	3	30	11	20	9	18	1	5	21	3	1	14	9	8	3	6
MSTRG.619	XV	844716	844934	+	219	8	5	2	0	5	6	1	2	5	6	8	12	5	3	1	4	4	1	0	11	3	3	1	0
MSTRG.620	XV	860909	861162	-	254	5	4	9	1	13	15	3	13	7	24	29	36	33	24	1	13	21	4	6	19	11	23	24	2
MSTRG.621	XV	877857	878195	-	339	2	7	15	3	7	8	15	1	25	18	19	7	7	7	12	27	3	26	17	10	3	8	11	1
MSTRG.622	XV	905823	906146	+	324	5	16	29	10	7	13	16	11	17	13	14	16	16	11	10	75	22	40.50	9	16	10	7	13	5
MSTRG.623	XV	908380	909161	-	782	15	4	4	15	42	13	4	11	3	30	13	24	14	12	4	7	14	5	3	39	62	22	20	9
MSTRG.624	XV	911472	912476	.	1005	421	426	596	322	837.50	719	452	744	602	1276.50	1074.50	1223.50	1035	894	330	936	971	741	355	864	699	821	1041	297
MSTRG.625	XV	958317	959198	+	882	7	27	44	11	26	17	26	16	41	24	25	20.50	19	15	31	44	13	37	29	14	10	23	23	6
MSTRG.626	XV	969517	970102	-	586	34	7	5	59	161	94	63	118	76	264	254	255	232	54	32	10	73	12	53	193	154	239	219	32
MSTRG.627	XV	978619	979936	+	1318	34	30	51	25	64.50	34	29	35	42	76.50	34.50	67	42	57	26	53	53	45.50	35	43	45	54	46	22
MSTRG.628	XV	980883	981456	-	574	13	22	32	7	32	10	13	14	19	13	12	20	6	13	11	25	13	16	9	15	12	24	18	7
MSTRG.629	XV	995022	995453	+	432	25	15	27	10	40	29	40	31	28	63	63	58	56	47	16	44	46	43	22	47	31	47	66	16
MSTRG.630	XV;XV	1003615;1003615	1004566;1004566	-;-	952	12	19	12	11	26	25	25	18	32	22	23	28	20	25	18	19	19	19	24	27	14	22	15	8
MSTRG.631	XV	1019007	1020011	+	1005	14	14	34	15	40	14	18	19	33	36	51	36	39	27	27	38	27	19	24	44	20	40	47	12
MSTRG.632	XV	1024807	1025225	+	419	11	15	25	17	39	24	13	28	29	38	35	35	32	13	16	34	29	17	24	43	46	64	91	7
MSTRG.633	XV	1044415	1045163	-	749	19	3	4	12	36	13	8	15	3	23	10	26	12	18	4	11	17	2	2	35	32	10	24	15
MSTRG.634	XV	1070250	1070916	-	667	10	4	2	10	13	7	4	12	2	26	12	25	8	14	3	3	10	7	2	24	30	12	14	2
MSTRG.635	XV	1073266	1073834	+	569	5	9	11	3	7	1	11	4	19	15	23	34	29	9	15	20	8	10	11	13	12	14	36	2
MSTRG.636	XVI	2362	7171	+	4810	14	14.50	27	5	44	9	19	11	19	17	14	11	17	13	15	10	23	9	39	17	20	33	46	5
MSTRG.637	XVI	19705	22738	-	3034	190	77	153	153	451	262	167	298	214	520	406	473	357	345	129	263	346	207	148	389	367	359	597	101
MSTRG.638	XVI	29497	29841	-	345	15	12	12	11	42	18	15	19	33	35	38	38	25	21	10	29	25	12	13	24	24	28	37	10
MSTRG.639	XVI	46581	47179	-	599	16	4	22	4	20	16	13	11	11	21	32	19	23	12	16	18	20	14	17	19	18	26	31	8
MSTRG.640	XVI	52942	53425	+	484	6	13	11	7	20	14	10	18	7	22	16	18	10.50	20	5	18	13	10	8	15	15	13	16	10
MSTRG.641	XVI	114894	115218	+	325	4	5	7	2	10	8	5	7	5	37	17	27	11	9	1	8	7	9	11	27	14	24	20	6
MSTRG.642	XVI	128255	128507	+	253	11	6	7	6	19	9	9	13	15	18	7	26	20	10	4	13	18	4	4	14	12	9	17	7
MSTRG.643	XVI	129455	129744	+	290	10	12	11	11	33	19	11	6	20	29	30	26	22	15	12	18	13	8	9	34	26	33	52	7
MSTRG.644	XVI	132293	132719	-	427	9	9	21	10	57	35	18	28	17	44	23	34	28	28	8	20	38	24	10	27	19	24	19	19
MSTRG.645	XVI	143390	143726	+	337	7	6	23	13	19	10	10	8	11	38	33	23	21	16	8	20	20	17	12	22	22	33	48	8
MSTRG.646	XVI	197969	198900	-	932	786	306	461	599	1379	951	501	880	652	1578	1246	1540	1222	1233	446	669	1339	420	510	1386	1185	1285	1688	532
MSTRG.647	XVI	214041	215917	+	1877	15	14	25	28	66	34	20	42	36	96	68	85	52	62	15	44	56	30	14	77	44	52	53	18
MSTRG.648	XVI	227717	228137	-	421	5	5	7	2	4	7	4	4	11	7	14	9	11	10	9	11	6	8	10	9	3	14	8	0
MSTRG.649	XVI	238842	239151	+	310	61	71	96	39	125	97	139	96	215	135	138	141	98	97	120	187	129	137	111	110	79	99	119	34
MSTRG.650	XVI	243091	244275	+	1185	14	109	144	21	56	38	206	22	467	38	37	32	35.50	44	354	179	52	138	383	25	14	38	50	17
MSTRG.651	XVI	286567	287456	+	890	0	4	11	2	6	4	26	5	35	2	2	1	4	4	26	12	2	15	27	3	2	3	1	0
MSTRG.652	XVI	296930	297313	-	384	17	13	25	16	42	31	26	42	34	81	106	75	96	39	26	61	38	44	25	51	43	77	110	9
MSTRG.653	XVI	324260	324684	+	425	19	12	13	11	31	21	15	28	16	59	25	52	38	30	8	13	30	15	11	31	34	39	56	14
MSTRG.654	XVI	339011	339358	-	348	2	6	4	4	9	2	3	2	6	0	3	4	1	2	3	8	4	4	4	5	3	3	4	3
MSTRG.655	XVI	347662	349074	-	1413	10	23	25	9	20	24	25	19	46	29	50	38	38	27	22	37	25	27	14	36	29	51	48	16
MSTRG.656	XVI	368727	369556	+	830	28	22	33	23	80	44	41	68	45	82	62	87	67	78	38	52	94	46	36	49	33	54	67	32
MSTRG.657	XVI	443172	444336	-	1165	28	53	70	23	57	52	89	60	152	69	63	65	79	58	82	107	75	82	85	57	36	73	88	25
MSTRG.658	XVI	445161	445604	-	444	73	67	86	85	206	153	108	142	171	272	216	246	203	195	70	200	195	151	70	149	141	110	96	55
MSTRG.659	XVI	466262	466668	+	407	193	205.50	272	164	398	297	302	300	300	317	315	328	244	278	209	338	331	258	210	287	214	262	346	132
MSTRG.660	XVI	482339	482857	-	519	25	32	44	23	33	18	45	30	60	46	98	67	65	33	31	69	39	66	31	34	32	78	77	18
MSTRG.661	XVI	510289	510593	+	305	9	5	4	8	9	10	3	10	9	19	21	12	14	8	5	8	6	8	7	10	6	17	16	1
MSTRG.662	XVI	544049	544386	+	338	9	13	17	8	29	22	15	16	16	25	28	26	26	18	15	29	28	16	31	20	23	37	27	16
MSTRG.663	XVI	567220	569122	+	1903	40	51	99	29	85	64	149	83	184	114	100	125	89	133	113	174	130	124	109	45	61	75	117	26
MSTRG.664	XVI	575533	576499	-	967	12	13	9	13	35	24	12	24	16	101	65	87	67	51	6	19	54	24	13	39	42	70	101	7
MSTRG.665	XVI	581399	581963	-	565	125	1	96	0	184	2	117	158	4	7	2	2	1	0	1	5	4	2	76	2	2	2	3	2
MSTRG.666	XVI	586348	589880	+	3533	87	72	153	75	200	106	102	96	128	160	183	141	146	114	126	165	130	143	106	141	127	175	223	44
MSTRG.667	XVI	593414	594081	+	668	17	26.50	40	8	40	21	17	30	27	37	42	45	44	33	18	40	34	30	21	37	23	43	78	11
MSTRG.668	XVI	619598	619972	-	375	6	8	17	5	10	14	8	8	15	8	12	18	10	8	10	19	9	16	14	10	12	12	12	3
MSTRG.669	XVI	620029	622006	+	1978	185	110.50	139	155	433	265	183	242	255	251	188	242	179	241	205	173	286	142	209	251	174	198	263	122
MSTRG.670	XVI	627427	627724	-	298	3	2	0	0	0	5	2	2	3	8	3	4	6	2	0	4	4	0	1	3	4	9	11	0
MSTRG.671	XVI	641680	642116	-	437	0	9	8	2	0	1	0	1	4	0	2	2	3	1	0	13	2	3	3	3	1	3	0	0
MSTRG.672	XVI	678531	678791	+	261	6	2	3	0	9	3	5	1	3	22	14	18	15	6	4	5	11	11	3	8	14	8	9	1
MSTRG.673	XVI	678652	679629	-	978	26	34	51	12	51	22	119	33	148	50	66	36	62	35	100	66	45	56	96	50	24	38	59	8
MSTRG.674	XVI	681109	682090	-	982	40	27	40	23	66	33	32	31	28	47	42	42	25	46	34	43	46	35	42	32	25	34	25	29
MSTRG.675	XVI	683927	684391	+	465	15	15	25	16	21	20	38	24	61	29	30	13	23	19	30	21	27	20	32	14	10	22	18	11
MSTRG.676	XVI	697052	698544	+	1493	40	214	359	29	77	49	257	55	332	156	290	184	240	70	237	337	52	289	287	158	131	311	373	27
MSTRG.677	XVI	780370	781741	-	1372	272	335	457	339	657	380	925	314	1136	152	133	139	140	284	1040	614	364	405	1244	135.50	129	111	112	158
MSTRG.678	XVI	812480	812742	-	263	16	7	13	18	39	8	10	11	20	51	40	38	26	24	12	28	31	20	14	43	53	35	57	15
MSTRG.679	XVI	828262	829611	-	1350	26	17	51	24	63	46	44	41	46	68	73	54	54	51	45	59	46	44	47	67	72	77	119	16
MSTRG.680	XVI	833824	834251	-	428	15	20	9	14	55	13	28	28	18	44	30	43	30	31	13	38	30	32	8	14	7	5	17	11
MSTRG.681	XVI	840158	840647	+	490	15	11	15	8	35	13	12	16	6	36	26	31	26	21	10	13	22	21	9	21	20	20	38	9
MSTRG.682	XVI	920840	922882	-	2043	56	76	124	55	141	77	72	83	108	137	192	117	166	72	123	109	63	120	141	149	183	314	429	49
MSTRG.683	XVI	926964	931331	-	4368	75	74	82	69	202	127	82	109	105	260	215	226	197	111	68	130	152	94	87	290.50	185	241	237	52
MSTRG.684	XVI	935806	938057	-	2252	85	72	82	85	209	133	95	107	124	211	148	184	121	139	80	156	167	116	81	164	125	145	142	63
